[header]
width=80
height=80
tilewidth=32
tileheight=32

[tilesets]
tileset=../tilesets/mack/japan.png,32,32,0,0
tileset=../tilesets/mack/tilea1.png,32,32,0,0
tileset=../tilesets/mack/tilea2.png,32,32,0,0
tileset=../tilesets/mack/tilea4.png,32,32,0,0
tileset=../tilesets/mack/tilea5.png,32,32,0,0
tileset=../tilesets/mack/tileb.png,32,32,0,0
tileset=../tilesets/mack/tilee.png,32,32,0,0
tileset=../tilesets/d_tilea2.png,32,32,0,0
tileset=../tilesets/d_tilea5.png,32,32,0,0
tileset=../tilesets/d_tileb.png,32,32,0,0
tileset=../tilesets/dc_tileset.png,32,32,0,0
tileset=../tilesets/desert__s_tileset_by_sd_arius-d37vy2t.png,32,32,0,0
tileset=../tilesets/door3-berg.png,32,32,0,0
tileset=../tilesets/door3-berge2.png,32,32,0,0
tileset=../tilesets/pirate-themed-tilee.png,32,32,0,0
tileset=../tilesets/RPG_Maker_VX_RTP_Tileset_by_telles0808.png,32,32,0,0
tileset=../tilesets/steampunkish-tileb.png,32,32,0,0
tileset=../tilesets/steampunkish-tilec.png,32,32,0,0
tileset=../tilesets/tiled (1).png,32,32,0,0
tileset=../tilesets/tilee5.png,32,32,0,0
tileset=../tilesets/tileeyl5.png,32,32,0,0
tileset=../tilesets/tilea11.png,32,32,0,0
tileset=../tilesets/tilea22.png,32,32,0,0
tileset=../tilesets/tilea44.png,32,32,0,0
tileset=../tilesets/tilea55.png,32,32,0,0
tileset=../tilesets/tilebb.png,32,32,0,0
tileset=../tilesets/tilecc.png,32,32,0,0
tileset=../tilesets/tiledd.png,32,32,0,0
tileset=../tilesets/tileee.png,32,32,0,0

[layer]
type=ground
data=
449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,449,449,449,449,450,450,450,450,450,449,450,
465,449,450,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,449,449,449,449,450,450,450,449,449,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,449,465,465,465,465,449,449,449,450,466,450,450,466,
449,449,450,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,465,465,449,449,450,466,466,465,449,450,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,465,465,466,466,466,465,465,449,450,466,450,466,482,
449,449,450,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,449,450,450,449,449,450,482,482,465,449,450,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482,465,466,449,449,450,466,466,450,450,
449,449,450,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,449,449,449,449,465,449,449,449,449,450,450,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,465,466,465,449,449,450,466,466,466,
449,449,450,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,449,465,465,449,481,465,465,465,449,450,466,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,449,449,450,450,465,466,450,
449,449,450,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,465,481,481,449,450,481,481,481,465,466,449,450,481,481,481,481,481,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,465,465,466,466,465,466,466,
449,449,450,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,449,449,449,449,450,465,466,465,466,465,466,465,466,465,466,465,481,449,450,449,449,450,449,449,449,449,449,449,449,449,449,449,449,465,465,449,450,450,450,450,450,450,450,450,450,450,450,450,450,450,449,450,465,466,466,
449,449,450,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,449,449,449,465,465,449,450,450,481,482,481,482,481,482,481,482,481,482,481,482,449,450,450,449,449,465,465,465,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,449,450,466,466,466,466,466,466,466,465,466,465,466,482,
465,449,450,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,449,465,465,465,465,466,449,450,466,449,450,449,450,449,450,449,450,449,450,449,450,449,450,466,465,449,465,466,466,465,465,465,465,465,465,465,465,465,465,465,465,465,465,465,449,450,450,450,450,450,450,450,450,450,450,449,465,466,450,
465,449,450,466,465,466,465,466,465,466,465,466,465,466,465,466,465,449,449,449,449,465,466,466,449,449,449,450,466,466,465,466,465,466,465,466,465,466,465,466,465,466,449,449,449,449,449,449,465,465,466,450,450,450,449,450,450,450,449,450,450,449,450,450,449,449,449,450,450,450,450,466,466,466,466,449,465,466,466,466,
449,450,466,482,481,482,481,482,481,482,481,482,481,449,449,449,449,465,465,465,465,466,450,449,450,449,450,466,481,482,481,482,481,482,481,482,481,482,481,482,481,482,449,465,449,465,465,449,450,466,465,466,466,466,465,466,466,466,465,466,466,465,466,466,465,465,449,449,449,449,449,450,450,450,449,465,465,466,450,482,
449,449,450,450,449,450,449,450,449,450,449,450,449,449,465,465,465,466,465,466,449,450,450,450,450,450,450,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,449,449,449,449,449,450,449,449,449,449,449,449,449,449,465,465,449,450,465,465,465,465,466,465,465,449,450,450,450,466,449,465,465,466,449,450,450,
449,449,450,466,465,466,465,466,465,466,465,466,465,465,466,465,465,465,466,449,450,450,466,466,466,466,466,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,449,465,465,449,449,449,450,449,449,450,465,465,465,465,465,449,449,450,450,466,450,450,450,450,450,450,449,450,466,449,449,465,465,466,450,449,450,466,
465,449,450,482,481,482,481,482,481,482,481,482,449,449,449,449,449,449,449,450,450,466,466,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,481,482,465,481,449,449,465,449,449,450,450,450,450,466,466,466,449,465,449,450,466,465,466,466,449,449,450,466,449,449,449,465,465,466,465,449,450,449,450,482,
465,449,450,450,449,449,449,449,449,449,449,449,465,465,465,465,449,450,450,450,466,466,449,450,449,450,449,450,449,450,449,449,449,450,449,450,449,450,449,450,449,450,449,450,450,449,465,449,449,450,466,466,466,449,449,450,450,450,450,466,450,449,449,449,465,449,449,449,465,465,465,466,466,465,449,450,450,449,450,450,
465,449,449,449,465,465,465,465,465,465,465,465,466,466,465,449,449,449,450,450,450,466,465,466,465,466,465,466,465,466,465,465,465,466,465,466,465,466,465,466,465,466,449,450,450,465,465,449,449,450,465,465,449,450,449,449,449,449,450,449,449,465,465,449,449,449,465,465,466,466,450,450,449,450,449,450,466,449,450,466,
465,449,465,465,466,449,449,450,481,482,481,482,481,482,481,465,449,449,450,466,450,482,481,482,481,482,481,482,481,482,481,465,466,482,481,482,481,482,481,482,481,482,449,450,449,449,465,449,449,450,449,450,449,450,465,465,465,449,450,465,465,465,466,465,465,465,466,466,466,449,450,466,450,450,450,450,466,449,450,482,
449,449,465,466,466,465,465,466,450,450,449,450,449,450,449,450,465,465,466,466,466,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,450,449,449,449,449,465,449,449,450,449,449,465,466,465,449,449,450,449,449,465,465,466,450,465,465,466,450,450,450,450,449,450,466,466,450,466,450,450,450,
449,465,449,465,466,449,465,466,466,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,465,466,449,465,449,449,465,449,449,450,449,449,450,449,449,465,449,450,449,465,465,466,466,466,450,450,450,466,466,466,466,449,450,465,466,450,465,466,450,466,
