[header]
width=40
height=40
tilewidth=32
tileheight=32

[tilesets]
tileset=../tilesets/dc_tileset.png,32,32,0,0

[layer]
type=wall
data=
1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,
1033,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,840,840,840,840,840,840,840,1033,
1033,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,840,961,961,961,961,961,961,1033,
1033,961,961,961,1157,1157,840,840,840,1157,1157,1157,1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,840,961,961,961,961,961,961,1033,
1033,961,961,961,1157,840,840,840,840,840,840,840,1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,840,961,961,961,961,961,961,1033,
1033,961,961,961,1157,840,840,840,840,840,840,1157,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,1157,1157,961,961,961,1157,840,961,961,961,961,961,961,1033,
1033,961,961,1157,1157,840,840,840,840,840,840,1157,961,961,961,961,961,961,961,961,1157,1157,1157,1157,1157,1157,840,1157,1157,961,961,840,840,961,961,961,961,961,961,1033,
1033,961,961,1157,840,840,840,840,840,840,840,1157,961,961,961,961,961,961,961,961,840,840,840,840,840,840,840,840,1157,961,961,840,840,961,961,961,961,961,961,1033,
961,961,961,1157,840,840,840,840,840,840,961,961,961,961,961,961,961,961,961,961,840,840,840,840,840,840,840,840,1157,961,961,840,840,840,840,961,961,961,961,1033,
961,961,961,1157,840,840,840,840,840,840,961,961,961,961,961,961,961,961,840,840,840,840,840,840,840,840,840,840,1157,961,961,1157,1157,1157,840,961,961,961,961,1033,
961,961,961,1157,840,840,840,840,840,840,961,961,961,961,961,961,961,961,840,840,840,840,840,840,840,840,840,1157,1157,961,961,1157,961,961,840,961,961,961,961,1033,
961,961,961,1157,840,840,1157,840,840,1157,840,961,961,961,961,961,961,961,840,840,840,840,840,840,840,840,840,1157,961,961,961,1157,840,840,840,840,840,840,961,1033,
961,961,961,1157,1157,1157,1157,1157,1157,1157,840,840,840,840,840,961,961,840,840,840,840,840,840,840,840,840,840,1157,961,961,961,1157,1157,1157,1157,1157,961,961,961,1033,
1033,961,961,961,961,961,961,961,961,1157,1157,1157,1157,1157,840,840,840,840,840,840,840,840,840,840,840,840,840,1157,961,961,961,961,961,961,961,961,961,961,961,1033,
1033,961,961,961,961,961,961,961,961,961,961,961,961,1157,1157,1157,840,840,840,840,840,840,840,840,840,840,1157,1157,961,961,961,961,961,961,961,961,961,961,961,1033,
1033,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,1157,1157,1157,1157,1157,840,840,1157,840,840,1157,961,961,961,961,961,961,961,961,961,961,961,961,1033,
1033,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,1157,1157,1157,961,840,1157,961,961,961,961,961,961,961,961,961,961,961,961,1033,
1033,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1033,
1033,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1033,
1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,840,840,840,840,840,840,840,840,840,840,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,1157,
1157,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,961,1157,1157,
